-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.84E+02,-8.86E+02,-8.86E+02,-8.87E+02,-8.89E+02
-1.26E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.83E+02,-8.84E+02,-8.86E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.88E+02,-8.88E+02
-1.26E+03,-8.36E+02,-8.69E+02,-8.74E+02,-8.78E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.84E+02,-8.86E+02,-8.86E+02,-8.87E+02,-8.89E+02
-1.26E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.83E+02,-8.84E+02,-8.86E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.88E+02,-8.88E+02
-1.26E+03,-8.36E+02,-8.69E+02,-8.74E+02,-8.78E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.84E+02,-8.86E+02,-8.86E+02,-8.87E+02,-8.89E+02
-1.26E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.83E+02,-8.84E+02,-8.86E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.88E+02,-8.88E+02
-1.26E+03,-8.36E+02,-8.69E+02,-8.74E+02,-8.78E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.84E+02,-8.86E+02,-8.86E+02,-8.87E+02,-8.89E+02
-1.26E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.83E+02,-8.84E+02,-8.86E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.88E+02,-8.88E+02
-1.26E+03,-8.36E+02,-8.69E+02,-8.74E+02,-8.78E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.84E+02,-8.86E+02,-8.86E+02,-8.87E+02,-8.89E+02
-1.26E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.83E+02,-8.84E+02,-8.86E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.88E+02,-8.88E+02
-1.26E+03,-8.36E+02,-8.69E+02,-8.74E+02,-8.78E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.84E+02,-8.86E+02,-8.86E+02,-8.87E+02,-8.89E+02
-1.26E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.83E+02,-8.84E+02,-8.86E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.88E+02,-8.88E+02
-1.26E+03,-8.36E+02,-8.69E+02,-8.74E+02,-8.78E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.84E+02,-8.86E+02,-8.86E+02,-8.87E+02,-8.89E+02
-1.26E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.83E+02,-8.84E+02,-8.86E+02,-8.87E+02,-8.87E+02,-8.88E+02
-1.27E+03,-8.39E+02,-8.68E+02,-8.74E+02,-8.79E+02,-8.82E+02,-8.85E+02,-8.85E+02,-8.87E+02,-8.88E+02,-8.88E+02
